GO_ID,Count,GO_TERM,Aspect,go_id_pmc,go_term_pmc,Rank,Bin,predicted_go_term,pmatch
GO:0004790,2,thioether S-methyltransferase activity,molecular_function,,,3347,15,tRNA-methylthiotransferase activity,0
GO:0032143,2,single thymine insertion binding,molecular_function,,,3408,15,protein stabilization,0
GO:0042163,2,interleukin-12 beta subunit binding,molecular_function,,,3451,15,cellular response to nitrogen starvation,0
GO:0032038,2,myosin II heavy chain binding,molecular_function,,,3326,15,positive regulation of protein modification process,0
GO:0141054,2,histone H2B ubiquitin ligase activity,molecular_function,,,3304,15,histone H3K4 acetyltransferase activity,0
GO:1990447,2,U2 snRNP binding,molecular_function,,,3439,15,histone H3K4 acetyltransferase activity (H3K4 specific),0
GO:0002196,2,Ser-tRNA(Ala) hydrolase activity,molecular_function,,,3415,15,"blood coagulation, intrinsic pathway",0
GO:0046970,2,NAD-dependent histone H4K16 deacetylase activity,molecular_function,,,3276,15,mitochondrial inner membrane,0
GO:0004531,2,deoxyribonuclease II activity,molecular_function,,,3496,16,"proteasome core complex, alpha-subunit complex",0
GO:0031732,2,CCR7 chemokine receptor binding,molecular_function,,,3639,16,protein insertion into ER membrane,0
GO:0003904,2,deoxyribodipyrimidine photo-lyase activity,molecular_function,,,3605,16,double-strand break repair via synthesis-dependent strand annealing,0
GO:0047783,2,corticosterone 18-monooxygenase activity,molecular_function,,,3644,16,mitochondrial translation release factor activity,0
GO:0045550,2,geranylgeranyl reductase activity,molecular_function,,,3611,16,chitin metabolic process,0
GO:0004939,2,beta-adrenergic receptor activity,molecular_function,,,3656,16,G protein-coupled receptor binding,0
GO:0000773,2,phosphatidyl-N-methylethanolamine N-methyltransferase activity,molecular_function,,,3681,16,"chromosome, centromeric, kinetochore",0
GO:0047865,2,dimethylglycine dehydrogenase activity,molecular_function,,,3518,16,cellular response to nitrogen starvation,0
GO:0004686,2,elongation factor-2 kinase activity,molecular_function,,,3640,16,protein-tyrosine kinase activity,0
GO:0005185,2,neurohypophyseal hormone activity,molecular_function,,,3662,16,guanylate kinase activity,0
GO:0141000,1,histone H4K91 ubiquitin ligase activity,molecular_function,,,3893,17,histone H3K4 acetyltransferase activity,0
GO:0042356,1,GDP-4-dehydro-D-rhamnose reductase activity,molecular_function,,,3849,17,positive regulation of protein modification process,0
GO:0160118,1,tRNA (guanine(7)-N2)-methyltransferase activity,molecular_function,,,3913,17,histone H3K4 acetyltransferase activity,0
GO:0010308,1,acireductone dioxygenase (Ni2+-requiring) activity,molecular_function,,,3912,17,starch biosynthetic process,0
GO:0001616,2,growth hormone secretagogue receptor activity,molecular_function,,,3746,17,biological_process,0
GO:0016223,1,beta-alanine-pyruvate transaminase activity,molecular_function,,,3906,17,mitochondrial translation release factor activity,0
GO:0017096,2,acetylserotonin O-methyltransferase activity,molecular_function,,,3763,17,RNA stem-loop binding,0
GO:0018729,1,propionate CoA-transferase activity,molecular_function,,,3876,17,negative regulation of protein maturation,0
GO:0003972,2,RNA ligase (ATP) activity,molecular_function,,,3749,17,"DNA-templated transcription, initiation",0
GO:0003943,2,N-acetylgalactosamine-4-sulfatase activity,molecular_function,,,3737,17,tRNA (guanine) methyltransferase activity,0
GO:0180017,1,K11-linked deubiquitinase activity,molecular_function,,,3949,18,histone H3K4 acetyltransferase activity,0
GO:0102571,1,[protein]-3-O-(N-acetyl-D-glucosaminyl)-L-serine/L-threonine O-N-acetyl-alpha-D-glucosaminase activity,molecular_function,,,4055,18,histone H3K4 acetyltransferase activity,0
GO:0036458,1,hepatocyte growth factor binding,molecular_function,,,4066,18,protein complex binding,0
GO:0031812,1,P2Y1 nucleotide receptor binding,molecular_function,,,4149,18,positive regulation of protein modification process,0
GO:0062185,1,secalciferol 1-monooxygenase activity,molecular_function,,,4063,18,regulation of heart looping,0
GO:0046623,1,sphingolipid floppase activity,molecular_function,,,4090,18,cellular response to nitrogen starvation,0
GO:1990955,1,G-rich single-stranded DNA binding,molecular_function,,,4076,18,histone H3K4 acetyltransferase activity (H3K4 specific),0
GO:0016232,1,HNK-1 sulfotransferase activity,molecular_function,,,4058,18,autophagosome maturation,0
GO:0160134,1,protein-RNA sequence-specific adaptor activity,molecular_function,,,4141,18,mitochondrial inner membrane peptidase complex,0
GO:0031840,1,type 2 neuromedin U receptor binding,molecular_function,,,4127,18,positive regulation of protein modification process,0
GO:0005140,1,interleukin-9 receptor binding,molecular_function,,,4262,19,fructose receptor activity,0
GO:0036470,1,tyrosine 3-monooxygenase activator activity,molecular_function,,,4280,19,regulation of heart growth,0
GO:0044603,1,protein adenylylhydrolase activity,molecular_function,,,4274,19,cellular response to chemical stimulus,0
GO:0001847,1,opsonin receptor activity,molecular_function,,,4212,19,outer dense fiber,0
GO:0008482,1,sulfite oxidase activity,molecular_function,,,4261,19,NAD+ nucleosidase activity,0
GO:0061690,1,lipoamidase activity,molecular_function,,,4308,19,negative regulation of protein maturation,0
GO:0008893,1,"guanosine-3',5'-bis(diphosphate) 3'-diphosphatase activity",molecular_function,,,4296,19,"DNA-templated transcription, initiation",0
GO:0008752,1,FMN reductase (NAD(P)H) activity,molecular_function,,,4160,19,s-adenosylmethionine-dependent methyltransferase activity,0
GO:0001010,1,RNA polymerase II sequence-specific DNA-binding transcription factor recruiting activity,molecular_function,,,4374,19,RNA polymerase I core promoter sequence-specific DNA binding,0
GO:0033764,1,"steroid dehydrogenase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor",molecular_function,,,4320,19,regulation of viral process,0
GO:0106078,1,histone succinyltransferase activity,molecular_function,,,4420,20,histone H3K4 acetyltransferase activity,0
GO:0005221,1,intracellularly cyclic nucleotide-activated monoatomic cation channel activity,molecular_function,,,4568,20,sodium:potassium-exchanging ATPase activity,0
GO:0120509,1,hydroxypyruvate reductase (NADPH) activity,molecular_function,,,4492,20,histone H3K4 acetyltransferase activity,0
GO:0002113,1,interleukin-33 binding,molecular_function,,,4410,20,regulation of protein autophosphorylation,0
GO:0042922,1,neuromedin U receptor binding,molecular_function,,,4450,20,negative regulation of protein maturation,0
GO:0046980,1,tapasin binding,molecular_function,,,4530,20,protein phosphatase binding,0
GO:0032567,1,dGTP binding,molecular_function,,,4510,20,protein stabilization,0
GO:1990362,1,butanol dehydrogenase (NAD+) activity,molecular_function,,,4617,20,histone H3K4 acetyltransferase activity (H3K4 specific),0
GO:0001512,1,dihydronicotinamide riboside quinone reductase activity,molecular_function,,,4611,20,"regulation of synaptic transmission, glutamatergic",0
GO:0008892,1,guanine deaminase activity,molecular_function,,,4424,20,tRNA (guanine) methyltransferase activity,0
