GO_ID,Count,GO_TERM,Aspect,go_id_pmc,go_term_pmc,Rank,Bin,predicted_go_term,pmatch,processing_time
GO:0005175,3,CD27 receptor binding,molecular_function,,,3075,14,G protein-coupled receptor binding,0,0.87
GO:0033703,2,3beta-hydroxy-5beta-steroid dehydrogenase activity,molecular_function,,,3214,14,positive regulation of protein localization,0,0.82
GO:0004504,3,peptidylglycine monooxygenase activity,molecular_function,,,3056,14,aldehyde dehydrogenase (NAD+) activity,0,0.56
GO:0106363,2,protein-cysteine methyltransferase activity,molecular_function,,,3186,14,mitotic spindle organization,0,0.23
GO:0009032,3,thymidine phosphorylase activity,molecular_function,,,3047,14,lipid biosynthetic process,0,0.32
GO:0035718,3,macrophage migration inhibitory factor binding,molecular_function,,,3027,14,protein complex,0,0.48
GO:0140481,2,ABC-type iron-sulfur cluster transporter activity,molecular_function,,,3381,15,positive regulation of cell proliferation,0,0.27
GO:0031741,2,type B gastrin/cholecystokinin receptor binding,molecular_function,,,3426,15,plasma membrane,0,0.38
GO:0004790,2,thioether S-methyltransferase activity,molecular_function,,,3347,15,L-gulonate 3-dehydrogenase activity,0,0.71
GO:0032143,2,single thymine insertion binding,molecular_function,,,3408,15,sulfur compound metabolic process,0,0.44
GO:0042163,2,interleukin-12 beta subunit binding,molecular_function,,,3451,15,cell wall organization,0,0.44
GO:0032038,2,myosin II heavy chain binding,molecular_function,,,3326,15,protein complex subunit organization,0,0.37
GO:0141054,2,histone H2B ubiquitin ligase activity,molecular_function,,,3304,15,positive regulation of protein kinase activity,0,0.22
GO:1990447,2,U2 snRNP binding,molecular_function,,,3439,15,positive regulation of protein localization,0,0.73
GO:0002196,2,Ser-tRNA(Ala) hydrolase activity,molecular_function,,,3415,15,blood coagulation,0,0.42
GO:0046970,2,NAD-dependent histone H4K16 deacetylase activity,molecular_function,,,3276,15,integral component of membrane,0,0.63
GO:0004531,2,deoxyribonuclease II activity,molecular_function,,,3496,16,proteolysis involved in cellular protein catabolic process,0,0.62
GO:0031732,2,CCR7 chemokine receptor binding,molecular_function,,,3639,16,protein complex subunit organization,0,0.98
GO:0003904,2,deoxyribodipyrimidine photo-lyase activity,molecular_function,,,3605,16,protease inhibitor activity,0,0.83
GO:0047783,2,corticosterone 18-monooxygenase activity,molecular_function,,,3644,16,cellular response to heat,0,0.53
GO:0045550,2,geranylgeranyl reductase activity,molecular_function,,,3611,16,cell wall organization,0,0.54
GO:0004939,2,beta-adrenergic receptor activity,molecular_function,,,3656,16,G-protein coupled receptor activity,0,0.23
GO:0000773,2,phosphatidyl-N-methylethanolamine N-methyltransferase activity,molecular_function,,,3681,16,nucleosome,0,0.32
GO:0047865,2,dimethylglycine dehydrogenase activity,molecular_function,,,3518,16,cellular response to nutrient levels,0,0.6
GO:0004686,2,elongation factor-2 kinase activity,molecular_function,,,3640,16,protein serine/threonine kinase activity,0,0.45
GO:0005185,2,neurohypophyseal hormone activity,molecular_function,,,3662,16,phospholipid scramblase activity,0,0.35
GO:0141000,1,histone H4K91 ubiquitin ligase activity,molecular_function,,,3893,17,positive regulation of protein kinase activity,0,0.35
GO:0042356,1,GDP-4-dehydro-D-rhamnose reductase activity,molecular_function,,,3849,17,protein complex,0,0.39
GO:0160118,1,tRNA (guanine(7)-N2)-methyltransferase activity,molecular_function,,,3913,17,protein targeting to ER,0,0.34
GO:0010308,1,acireductone dioxygenase (Ni2+-requiring) activity,molecular_function,,,3912,17,starch biosynthetic process,0,0.32
GO:0001616,2,growth hormone secretagogue receptor activity,molecular_function,,,3746,17,cell-cell recognition,0,0.22
GO:0016223,1,beta-alanine-pyruvate transaminase activity,molecular_function,,,3906,17,lipid biosynthetic process,0,0.43
GO:0017096,2,acetylserotonin O-methyltransferase activity,molecular_function,,,3763,17,DNA-dependent RNA polymerase activity,0,0.5
GO:0018729,1,propionate CoA-transferase activity,molecular_function,,,3876,17,cellular response to nutrient levels,0,0.27
GO:0003972,2,RNA ligase (ATP) activity,molecular_function,,,3749,17,inosine monophosphate dehydrogenase activity,0,0.19
GO:0003943,2,N-acetylgalactosamine-4-sulfatase activity,molecular_function,,,3737,17,UDP-N-acetylglucosamine diphosphorylase activity,0,0.28
GO:0180017,1,K11-linked deubiquitinase activity,molecular_function,,,3949,18,protein targeting to ER,0,0.37
GO:0102571,1,[protein]-3-O-(N-acetyl-D-glucosaminyl)-L-serine/L-threonine O-N-acetyl-alpha-D-glucosaminase activity,molecular_function,,,4055,18,protein targeting to ER,0,0.51
GO:0036458,1,hepatocyte growth factor binding,molecular_function,,,4066,18,integral component of membrane,0,0.32
GO:0031812,1,P2Y1 nucleotide receptor binding,molecular_function,,,4149,18,protein complex,0,0.25
GO:0062185,1,secalciferol 1-monooxygenase activity,molecular_function,,,4063,18,positive regulation of cell growth,0,0.33
GO:0046623,1,sphingolipid floppase activity,molecular_function,,,4090,18,cellular response to nutrient levels,0,0.38
GO:1990955,1,G-rich single-stranded DNA binding,molecular_function,,,4076,18,positive regulation of protein localization,0,0.53
GO:0016232,1,HNK-1 sulfotransferase activity,molecular_function,,,4058,18,cytoplasmic part,0,0.44
GO:0160134,1,protein-RNA sequence-specific adaptor activity,molecular_function,,,4141,18,protein targeting,0,0.54
GO:0031840,1,type 2 neuromedin U receptor binding,molecular_function,,,4127,18,protein complex,0,0.41
GO:0005140,1,interleukin-9 receptor binding,molecular_function,,,4262,19,adenylate or nucleotide kinase activity,0,0.49
GO:0036470,1,tyrosine 3-monooxygenase activator activity,molecular_function,,,4280,19,membrane,0,0.41
GO:0044603,1,protein adenylylhydrolase activity,molecular_function,,,4274,19,cell wall organization,0,0.24
GO:0001847,1,opsonin receptor activity,molecular_function,,,4212,19,neuromuscular junction development,0,0.36
GO:0008482,1,sulfite oxidase activity,molecular_function,,,4261,19,tRNA methyltransferase activity,0,0.44
GO:0061690,1,lipoamidase activity,molecular_function,,,4308,19,positive regulation of cell growth,0,0.3
GO:0008893,1,"guanosine-3',5'-bis(diphosphate) 3'-diphosphatase activity",molecular_function,,,4296,19,acetyl-CoA C-acetyltransferase activity,0,0.61
GO:0008752,1,FMN reductase (NAD(P)H) activity,molecular_function,,,4160,19,UDP-N-acetylglucosamine diphosphorylase activity,0,0.39
GO:0001010,1,RNA polymerase II sequence-specific DNA-binding transcription factor recruiting activity,molecular_function,,,4374,19,None,0,0.26
GO:0033764,1,"steroid dehydrogenase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor",molecular_function,,,4320,19,vesicle targeting,0,0.28
GO:0106078,1,histone succinyltransferase activity,molecular_function,,,4420,20,mitotic spindle organization,0,0.32
GO:0005221,1,intracellularly cyclic nucleotide-activated monoatomic cation channel activity,molecular_function,,,4568,20,voltage-gated sodium channel activity,0,0.21
GO:0120509,1,hydroxypyruvate reductase (NADPH) activity,molecular_function,,,4492,20,microtubule,0,0.18
GO:0002113,1,interleukin-33 binding,molecular_function,,,4410,20,Phototransduction,0,0.16
GO:0042922,1,neuromedin U receptor binding,molecular_function,,,4450,20,cellular response to nutrient levels,0,0.3
GO:0046980,1,tapasin binding,molecular_function,,,4530,20,protein dimerization activity,0,0.34
GO:0032567,1,dGTP binding,molecular_function,,,4510,20,protein complex,0,0.48
GO:1990362,1,butanol dehydrogenase (NAD+) activity,molecular_function,,,4617,20,positive regulation of protein kinase activity,0,0.31
GO:0001512,1,dihydronicotinamide riboside quinone reductase activity,molecular_function,,,4611,20,brain development,0,0.34
GO:0008892,1,guanine deaminase activity,molecular_function,,,4424,20,acetyltransferase activity,0,0.34
