hpo_id,hpo_term,pmc_term_hits,hpo_annotation_count,pmc_hpo_id_hits,Match,Rank,Bin,predicted_hpo_term,pmatch,processing_time
HP:0004997,Multicentric ossification of proximal humeral epiphyses,27,1,0,0,17598,19,Hypoplasia of the skin,0,0.28
HP:0100811,Aplasia/Hypoplasia of the colon,33,1,0,0,17472,19,Hypertension,0,0.28
HP:0004241,Stippled calcification in carpal bones,47,2,0,0,17186,19,Hypoplasia of the skin,0,0.41
HP:0010940,Aplasia/Hypoplasia of the nasal bone,77,1,0,0,16813,19,Hypertelorism,0,0.23
HP:0011406,Infancy onset short-trunk short stature,71,3,0,0,16879,19,Hypertension,0,0.19
HP:6000426,Reduced Acyl-CoA:dihydroxyacetone phosphate acyltransferase activity in cultured fibroblasts,58,1,0,0,17040,19,Hypoplasia of the corpus callosum,0,0.22
HP:0032906,Focal head nodding automatism seizure,26,1,0,0,17618,19,Craniofacial dysmorphism,0,0.27
HP:0100663,Synotia,42,2,0,0,17279,19,Hypoplasia of the skin,0,0.22
HP:6000602,Elevated urinary isovalerylglycine level,82,1,0,0,16744,19,Hypoplasia of the corpus callosum,0,0.39
HP:0025670,Syntelencephaly,54,1,0,0,17099,19,Hypoplasia of the maxilla,0,0.25
HP:0000893,Bulging of the costochondral junction,65,4,0,0,16958,19,Hypertension,0,0.17
HP:0033177,Elevated circulating suberic acid concentration,44,1,0,0,17238,19,Craniosynostosis,0,0.25
HP:0031986,Polyminimyoclonus,60,1,0,0,17016,19,Hypoplasia of the pancreas,0,0.41
HP:0034354,Trichoschisis,45,1,0,0,17221,19,Hypoplasia of the corpus callosum,0,0.24
HP:0008160,3-hydroxydicarboxylic aciduria,62,3,0,0,16988,19,Hypoplasia of the skin,0,0.28
HP:0032351,Phenylalaninuria,1,1,0,0,18423,20,Hypoplasia of the pancreas,0,0.23
HP:6000240,Reduced circulating pyrimidine 5-prime-nucleotidase activity,0,1,0,0,18585,20,Hypertelorism,0,0.36
HP:0034069,Anti-parotid secretory protein antibody positivity,5,1,0,0,18170,20,Abnormality of the ureter,0,0.23
HP:0100563,Diastomatomyelia,21,2,0,0,17713,20,Hypoplasia of the skin,0,0.27
HP:6000608,"Elevated urinary 3,4-Dihydroxybutyric acid level",1,1,0,0,18416,20,Hypoplasia of the corpus callosum,0,0.2
HP:0020117,Hypoplastic dermoepidermal hemidesmosomes,10,9,0,0,17965,20,Short neck,0,0.16
HP:0007363,Aplasia/Hypoplasia of the pyramidal tract,15,1,0,0,17834,20,Hypoplasia of the skin,0,0.23
HP:0005019,Diaphyseal undertubulation,13,22,0,0,17882,20,Hypertelorism,0,0.25
HP:0003329,Hair shafts flattened at irregular intervals and twisted through 180 degrees about their axes,4,3,0,0,18237,20,Hypoplasia of the skin,0,0.26
HP:0010252,Ivory epiphyses of the distal phalanges of the hand,15,2,0,0,17829,20,Craniosynostosis,0,0.2
HP:0033996,Microvillar PAS-positive secretory granules,20,1,0,0,17732,20,Hypoplasia of the skin,0,0.22
HP:6000603,Elevated urinary 2-methyl-3-hydroxybutyric acid level,20,1,0,0,17731,20,Hypoplastic toenails,0,0.22
HP:0025734,Elevated urinary 5-hydroxyhexanoic acid level,21,1,0,0,17716,20,Hypoplasia of the skin,0,0.25
HP:0034026,Elevated circulating saccharopine concentration,0,1,0,0,18544,20,Abnormality of the face,0,0.27
HP:0008436,Absent/hypoplastic coccyx,0,1,0,0,18528,20,Hypoplasia of the skin,0,0.3
HP:0007438,Mottled pigmentation of the trunk and proximal extremities,0,1,0,0,18572,20,Hypoplasia of the skin,0,0.24
HP:0100391,Short distal phalanx of the 5th toe,0,1,0,0,18588,20,Hypertension,0,0.18
HP:0002454,Eye of the tiger anomaly of globus pallidus,19,13,0,0,17742,20,Hypertelorism,0,0.24
HP:0006990,Myelin-dependent gliosis,15,1,0,0,17838,20,Hypertelorism,0,0.25
HP:0011320,Unilambdoid synostosis,17,1,0,0,17787,20,Hypoplasia of the skin,0,0.32
HP:0100958,Narrow foramen obturatorium,7,2,0,0,18068,20,Hypertension,0,0.21
HP:0005026,Mesomelic/rhizomelic limb shortening,1,6,0,0,18402,20,Hypoplasia of the skin,0,0.23
HP:6000622,Elevated urinary ureidoisobutyric acid level,9,1,0,0,17998,20,Hypoplasia of the corpus callosum,0,0.36
HP:0200053,Hemihypotrophy of lower limb,23,4,0,0,17666,20,Craniofacial dysmorphism,0,0.23
HP:0010264,Pseudoepiphyses of the middle phalanges of the hand,17,1,0,0,17786,20,Hypertelorism,0,0.2
HP:0003267,Reduced orotidine 5-prime phosphate decarboxylase level,4,1,0,0,18252,20,Hypoplasia of the skin,0,0.45
HP:0005612,Arthrogryposis-like hand anomaly,5,3,0,0,18164,20,Hypoplasia of the skin,0,0.3
HP:6000185,Low tetrahydrocortisol (THF) plus 5-alpha-THF/tetrahydrocortisone (THE) ratio,0,1,0,0,18568,20,Craniosynostosis,0,0.24
HP:0007406,Hyperpigmentation of eyelids,2,1,0,0,18358,20,Hypertelorism,0,0.22
HP:0001024,Skin dimple over apex of long bone angulation,12,4,0,0,17914,20,Short neck,0,0.2
