GO_ID,Count,GO_TERM,Aspect,go_id_pmc,go_term_pmc,Rank,Bin,predicted_go_id,pmatch,processing_time
GO:0001616,2,growth hormone secretagogue receptor activity,molecular_function,,,3746,17,GO:0004993,0,0.36
GO:0016223,1,beta-alanine-pyruvate transaminase activity,molecular_function,,,3906,17,GO:0050661,0,0.31
GO:0017096,2,acetylserotonin O-methyltransferase activity,molecular_function,,,3763,17,GO:0004033,0,0.17
GO:0018729,1,propionate CoA-transferase activity,molecular_function,,,3876,17,GO:0019393,0,0.36
GO:0003972,2,RNA ligase (ATP) activity,molecular_function,,,3749,17,GO:0004553,0,0.3
GO:0003943,2,N-acetylgalactosamine-4-sulfatase activity,molecular_function,,,3737,17,GO:0004566,0,0.28
GO:0180017,1,K11-linked deubiquitinase activity,molecular_function,,,3949,18,GO:0061630,0,0.31
GO:0102571,1,[protein]-3-O-(N-acetyl-D-glucosaminyl)-L-serine/L-threonine O-N-acetyl-alpha-D-glucosaminase activity,molecular_function,,,4055,18,GO:0042178,0,0.38
GO:0036458,1,hepatocyte growth factor binding,molecular_function,,,4066,18,GO:0001946,0,0.28
GO:0031812,1,P2Y1 nucleotide receptor binding,molecular_function,,,4149,18,GO:0015276,0,0.42
GO:0062185,1,secalciferol 1-monooxygenase activity,molecular_function,,,4063,18,GO:0019829,0,0.39
GO:0046623,1,sphingolipid floppase activity,molecular_function,,,4090,18,GO:0010288,0,0.32
GO:1990955,1,G-rich single-stranded DNA binding,molecular_function,,,4076,18,GO:0003681,0,0.28
GO:0016232,1,HNK-1 sulfotransferase activity,molecular_function,,,4058,18,GO:0016836,0,0.41
GO:0160134,1,protein-RNA sequence-specific adaptor activity,molecular_function,,,4141,18,GO:0032557,0,0.31
GO:0031840,1,type 2 neuromedin U receptor binding,molecular_function,,,4127,18,GO:0004970,0,0.26
GO:0005140,1,interleukin-9 receptor binding,molecular_function,,,4262,19,GO:0032569,0,0.36
GO:0036470,1,tyrosine 3-monooxygenase activator activity,molecular_function,,,4280,19,GO:0019827,0,0.35
GO:0044603,1,protein adenylylhydrolase activity,molecular_function,,,4274,19,GO:0017076,0,0.25
GO:0001847,1,opsonin receptor activity,molecular_function,,,4212,19,GO:0001861,0,0.26
GO:0008482,1,sulfite oxidase activity,molecular_function,,,4261,19,GO:0004448,0,0.47
GO:0061690,1,lipoamidase activity,molecular_function,,,4308,19,GO:0019390,0,0.36
GO:0008893,1,"guanosine-3',5'-bis(diphosphate) 3'-diphosphatase activity",molecular_function,,,4296,19,GO:0004506,0,0.27
GO:0008752,1,FMN reductase (NAD(P)H) activity,molecular_function,,,4160,19,GO:0051287,0,0.35
GO:0001010,1,RNA polymerase II sequence-specific DNA-binding transcription factor recruiting activity,molecular_function,,,4374,19,GO:0000981,0,0.28
GO:0033764,1,"steroid dehydrogenase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor",molecular_function,,,4320,19,GO:0016625,0,0.47
GO:0106078,1,histone succinyltransferase activity,molecular_function,,,4420,20,GO:0010778,0,0.31
GO:0005221,1,intracellularly cyclic nucleotide-activated monoatomic cation channel activity,molecular_function,,,4568,20,GO:1990054,0,0.28
GO:0120509,1,hydroxypyruvate reductase (NADPH) activity,molecular_function,,,4492,20,GO:0053118,0,0.3
GO:0002113,1,interleukin-33 binding,molecular_function,,,4410,20,GO:0005154,0,0.31
GO:0042922,1,neuromedin U receptor binding,molecular_function,,,4450,20,GO:0004970,0,0.55
GO:0046980,1,tapasin binding,molecular_function,,,4530,20,GO:0042807,0,0.21
GO:0032567,1,dGTP binding,molecular_function,,,4510,20,GO:0000166,0,0.19
GO:1990362,1,butanol dehydrogenase (NAD+) activity,molecular_function,,,4617,20,GO:0048151,0,0.35
GO:0001512,1,dihydronicotinamide riboside quinone reductase activity,molecular_function,,,4611,20,GO:0070407,0,0.28
GO:0008892,1,guanine deaminase activity,molecular_function,,,4424,20,GO:0004403,0,0.36
